Consumer Brand,UML Id,Name,Country,Province,District,Latitude,Longitude,Parent Company,Parent Group,RSPO
Colgate,PO1000000019,Sedenak,Malaysia,Johor,Kulaijaya,1.730858,103.538323,Epa Management Sdn Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000019,Sedenak,Malaysia,Johor,Kulaijaya,1.730858,103.538323,Epa Management Sdn Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000019,Sedenak,Malaysia,Johor,Kulaijaya,1.730858,103.538323,Epa Management Sdn Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000021,Buatan I,Indonesia,Riau,Siak,0.4344444,101.825,Inti Indosawit Subur,Aaa,"RSPO Certified, MB"
Colgate,PO1000000052,Pamol Sabah,Malaysia,Sabah,Beluran,6.002431,117.398389,Pamol Estates (Sabah) Sdn Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000063,Binuang (Sou 28),Malaysia,Sabah,Kunak,4.704457,118.060186,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000063,Binuang (Sou 28),Malaysia,Sabah,Kunak,4.704457,118.060186,Sime Darby Plantation Bhd,Wilmar International Ltd,"RSPO Certified, IP"
Colgate,PO1000000064,Merotai (Sou 30),Malaysia,Sabah,Tawau,4.369347,117.832905,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000064,Merotai (Sou 30),Malaysia,Sabah,Tawau,4.369347,117.832905,Sime Darby Plantation Bhd,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000065,Sandakan Bay (Sou 26),Malaysia,Sabah,Sandakan,5.641362,118.166868,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000091,Saremas 1,Malaysia,Sarawak,Miri,3.524921,113.744412,Saremas Sdn Bhd,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000093,Saremas 2,Malaysia,Sarawak,Miri,3.450453,113.765561,Saremas Sdn Bhd,Wilmar International Ltd,"RSPO Certified, IP"
Colgate,PO1000000094,Gomali,Malaysia,Johor,Segamat,2.611826,102.678656,Ioi Corporation Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000094,Gomali,Malaysia,Johor,Segamat,2.611826,102.678656,Ioi Corporation Berhad,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000094,Gomali,Malaysia,Johor,Segamat,2.611826,102.678656,Ioi Corporation Berhad,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000095,Bukit Maradja,Indonesia,Sumatera Utara,Simalungun,3.012294,99.235572,Eastern Sumatra Indonesia,Gar,"RSPO Certified, IP"
Colgate,PO1000000097,East (Sou 8),Malaysia,Selangor,Kuala Langat,2.883333,101.436136,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000097,East (Sou 8),Malaysia,Selangor,Kuala Langat,2.883333,101.436136,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000097,East (Sou 8),Malaysia,Selangor,Kuala Langat,2.883333,101.436136,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000097,East (Sou 8),Malaysia,Selangor,Kuala Langat,2.883333,101.436136,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000098,Tanah Merah (Sou 14),Malaysia,Negeri Sembilan,Port Dickson,2.655278,101.792778,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000098,Tanah Merah (Sou 14),Malaysia,Negeri Sembilan,Port Dickson,2.655278,101.792778,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000098,Tanah Merah (Sou 14),Malaysia,Negeri Sembilan,Port Dickson,2.655278,101.792778,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000098,Tanah Merah (Sou 14),Malaysia,Negeri Sembilan,Port Dickson,2.655278,101.792778,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000099,Perlabian,Indonesia,Sumatera Utara,Labuhanbatu Selatan,2.061383,100.081222,Tolan Tiga Indonesia,Gar,"RSPO Certified, IP"
Colgate,PO1000000103,West (Sou 9),Malaysia,Selangor,Kuala Langat,2.905,101.361306,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000103,West (Sou 9),Malaysia,Selangor,Kuala Langat,2.905,101.361306,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000103,West (Sou 9),Malaysia,Selangor,Kuala Langat,2.905,101.361306,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000103,West (Sou 9),Malaysia,Selangor,Kuala Langat,2.905,101.361306,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000104,Sungai Dingin (Sou 1),Malaysia,Kedah,Kulim,5.39432,100.71117,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000104,Sungai Dingin (Sou 1),Malaysia,Kedah,Kulim,5.39432,100.71117,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000104,Sungai Dingin (Sou 1),Malaysia,Kedah,Kulim,5.39432,100.71117,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000104,Sungai Dingin (Sou 1),Malaysia,Kedah,Kulim,5.39432,100.71117,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000104,Sungai Dingin (Sou 1),Malaysia,Kedah,Kulim,5.39432,100.71117,Sime Darby Plantation Bhd,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000107,Bukit Ajong,Indonesia,Kalimantan Barat,Sanggau,0.268939,110.482802,Sime Indo Agro,Gar,"RSPO Certified, MB"
Colgate,PO1000000109,Pamol Kluang,Malaysia,Johor,Keluang,2.110445,103.392307,Ioi Corporation Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000109,Pamol Kluang,Malaysia,Johor,Keluang,2.110445,103.392307,Ioi Corporation Berhad,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000109,Pamol Kluang,Malaysia,Johor,Keluang,2.110445,103.392307,Ioi Corporation Berhad,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000110,Sakilan,Malaysia,Sabah,Sandakan,5.839281,117.8437,Ioi Corporation Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000118,Baturong,Malaysia,Sabah,Kunak,4.7553,118.0886,Ioi Corporation Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000120,Bukit Leelau,Malaysia,Pahang,Pekan,3.30273,103.137889,Ioi Corporation Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000120,Bukit Leelau,Malaysia,Pahang,Pekan,3.30273,103.137889,Ioi Corporation Berhad,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000120,Bukit Leelau,Malaysia,Pahang,Pekan,3.30273,103.137889,Ioi Corporation Berhad,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000122,Mayvin,Malaysia,Sabah,Beluran,5.5553,117.226439,Ioi Corporation Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000128,Carotino,Malaysia,Pahang,Kuantan,3.816627,102.818213,Carotino Sdn Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000128,Carotino,Malaysia,Pahang,Kuantan,3.816627,102.818213,Carotino Sdn Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000128,Carotino,Malaysia,Pahang,Kuantan,3.816627,102.818213,Carotino Sdn Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000128,Carotino,Malaysia,Pahang,Kuantan,3.816627,102.818213,Carotino Sdn Bhd,Mewah Group,"RSPO Certified, IP"
Colgate,PO1000000143,Perdana Palm Oil Mill,Indonesia,Kalimantan Timur,Kutai Kartanegara,0.25854,116.149918,Rea Kaltim Plantation,Wings,"RSPO Certified, MB"
Colgate,PO1000000144,Mustika Sembuluh 1,Indonesia,Kalimantan Tengah,Kotawaringin Timur,-2.5905,112.511283,Mustika Sembuluh 1,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000146,Kerry Sawit Indonesia 1,Indonesia,Kalimantan Tengah,Seruyan,-2.784633,112.509533,Kerry Sawit Indonesia,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000148,Ukui I,Indonesia,Riau,Pelalawan,-0.2232,102.095,Inti Indosawit Subur,Aaa,"RSPO Certified, MB"
Colgate,PO1000000155,Bukit Kerayong (Sou 7),Malaysia,Selangor,Kuala Selangor,3.186861,101.374889,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000155,Bukit Kerayong (Sou 7),Malaysia,Selangor,Kuala Selangor,3.186861,101.374889,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000155,Bukit Kerayong (Sou 7),Malaysia,Selangor,Kuala Selangor,3.186861,101.374889,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000155,Bukit Kerayong (Sou 7),Malaysia,Selangor,Kuala Selangor,3.186861,101.374889,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000156,Jabor (Sou 12),Malaysia,Trengganu,Kemaman,3.960833,103.308889,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000156,Jabor (Sou 12),Malaysia,Trengganu,Kemaman,3.960833,103.308889,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000156,Jabor (Sou 12),Malaysia,Trengganu,Kemaman,3.960833,103.308889,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000157,Tennamaram (Sou 6),Malaysia,Selangor,Kuala Selangor,3.395639,101.417614,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000157,Tennamaram (Sou 6),Malaysia,Selangor,Kuala Selangor,3.395639,101.417614,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000157,Tennamaram (Sou 6),Malaysia,Selangor,Kuala Selangor,3.395639,101.417614,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000157,Tennamaram (Sou 6),Malaysia,Selangor,Kuala Selangor,3.395639,101.417614,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000182,Giram (Sou 29),Malaysia,Sabah,Tawau,4.586785,118.193914,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000183,Gunung Mas (Sou 21),Malaysia,Johor,Segamat,2.243544,103.137941,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000183,Gunung Mas (Sou 21),Malaysia,Johor,Segamat,2.243544,103.137941,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000183,Gunung Mas (Sou 21),Malaysia,Johor,Segamat,2.243544,103.137941,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000183,Gunung Mas (Sou 21),Malaysia,Johor,Segamat,2.243544,103.137941,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000184,Unit Kisaran,Indonesia,Sumatera Utara,Asahan,3.04075,99.581444,,Gar,"RSPO Certified, MB"
Colgate,PO1000000184,Unit Kisaran,Indonesia,Sumatera Utara,Asahan,3.04075,99.581444,,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000187,Diamond Jubilee (Sou 18),Malaysia,Melaka,Jasin,2.324247,102.482843,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000187,Diamond Jubilee (Sou 18),Malaysia,Melaka,Jasin,2.324247,102.482843,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000187,Diamond Jubilee (Sou 18),Malaysia,Melaka,Jasin,2.324247,102.482843,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000187,Diamond Jubilee (Sou 18),Malaysia,Melaka,Jasin,2.324247,102.482843,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000190,Chaah (Sou 20),Malaysia,Johor,Batu Pahat,2.148725,102.973994,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000190,Chaah (Sou 20),Malaysia,Johor,Batu Pahat,2.148725,102.973994,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000190,Chaah (Sou 20),Malaysia,Johor,Batu Pahat,2.148725,102.973994,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000190,Chaah (Sou 20),Malaysia,Johor,Batu Pahat,2.148725,102.973994,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000191,Elphil (Sou 3),Malaysia,Perak,Kuala Kangsar,4.89058,101.093096,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000191,Elphil (Sou 3),Malaysia,Perak,Kuala Kangsar,4.89058,101.093096,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000191,Elphil (Sou 3),Malaysia,Perak,Kuala Kangsar,4.89058,101.093096,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000191,Elphil (Sou 3),Malaysia,Perak,Kuala Kangsar,4.89058,101.093096,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000191,Elphil (Sou 3),Malaysia,Perak,Kuala Kangsar,4.89058,101.093096,Sime Darby Plantation Bhd,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000192,Bukit Puteri (Sou 10),Malaysia,Pahang,Lipis,4.202694,101.862639,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000192,Bukit Puteri (Sou 10),Malaysia,Pahang,Lipis,4.202694,101.862639,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000192,Bukit Puteri (Sou 10),Malaysia,Pahang,Lipis,4.202694,101.862639,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000193,Seri Intan (Sou 5),Malaysia,Perak,Hilir Perak,3.969228,100.985558,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000193,Seri Intan (Sou 5),Malaysia,Perak,Hilir Perak,3.969228,100.985558,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000193,Seri Intan (Sou 5),Malaysia,Perak,Hilir Perak,3.969228,100.985558,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000193,Seri Intan (Sou 5),Malaysia,Perak,Hilir Perak,3.969228,100.985558,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000193,Seri Intan (Sou 5),Malaysia,Perak,Hilir Perak,3.969228,100.985558,Sime Darby Plantation Bhd,Wilmar International Ltd,"RSPO Certified, IP"
Colgate,PO1000000194,Bukit Benut (Sou 22),Malaysia,Johor,Keluang,1.931143,103.347365,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000194,Bukit Benut (Sou 22),Malaysia,Johor,Keluang,1.931143,103.347365,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000194,Bukit Benut (Sou 22),Malaysia,Johor,Keluang,1.931143,103.347365,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000194,Bukit Benut (Sou 22),Malaysia,Johor,Keluang,1.931143,103.347365,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000195,Selaba (Sou 5),Malaysia,Perak,Hilir Perak,3.9889722,101.081278,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000195,Selaba (Sou 5),Malaysia,Perak,Hilir Perak,3.9889722,101.081278,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000195,Selaba (Sou 5),Malaysia,Perak,Hilir Perak,3.9889722,101.081278,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000195,Selaba (Sou 5),Malaysia,Perak,Hilir Perak,3.9889722,101.081278,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000199,Pukin,Malaysia,Pahang,Rompin,2.72235,102.911,Syarikat Pukin Ladang Kelapa Sawit Sdn Bhd Pukin,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000199,Pukin,Malaysia,Pahang,Rompin,2.72235,102.911,Syarikat Pukin Ladang Kelapa Sawit Sdn Bhd Pukin,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000199,Pukin,Malaysia,Pahang,Rompin,2.72235,102.911,Syarikat Pukin Ladang Kelapa Sawit Sdn Bhd Pukin,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000201,Kekayaan Palm Oil Mill,Malaysia,Johor,Keluang,2.204546,103.270394,Kuala Lumpur Kepong Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000201,Kekayaan Palm Oil Mill,Malaysia,Johor,Keluang,2.204546,103.270394,Kuala Lumpur Kepong Berhad,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000201,Kekayaan Palm Oil Mill,Malaysia,Johor,Keluang,2.204546,103.270394,Kuala Lumpur Kepong Berhad,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000223,Anlong Kropeu Palm Oil Mill,Cambodia,Kaôh Kong,Kampong Seila,10.959694,103.907833,"Mong Reththy Investment Cambodia Oil Palm Co., Ltd. (Mricop) Mong Reththy Investment Cambodia Oil Palm Co., Ltd.",Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000223,Anlong Kropeu Palm Oil Mill,Cambodia,Kaôh Kong,Kampong Seila,10.959694,103.907833,"Mong Reththy Investment Cambodia Oil Palm Co., Ltd. (Mricop) Mong Reththy Investment Cambodia Oil Palm Co., Ltd.",Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000223,Anlong Kropeu Palm Oil Mill,Cambodia,Kaôh Kong,Kampong Seila,10.959694,103.907833,"Mong Reththy Investment Cambodia Oil Palm Co., Ltd. (Mricop) Mong Reththy Investment Cambodia Oil Palm Co., Ltd.",Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000227,Semenchu,Malaysia,Johor,Kota Tinggi,1.578283,104.104929,Fgv Palm Industries Sdn Bhd,Sime Darby Plantation Berhad,Not RSPO Certified
Colgate,PO1000000235,Lok Heng,Malaysia,Johor,Kota Tinggi,1.720542,104.119997,Fgv Palm Industries Sdn Bhd,Sime Darby Plantation Berhad,Not RSPO Certified
Colgate,PO1000000261,Bornion,Malaysia,Sabah,Kinabatangan,5.609,117.7899,Kl-Kepong (Sabah) Sdn Berhad,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000263,Lungmanis,Malaysia,Sabah,Lahad Datu,5.08395,118.58825,Kl-Kepong (Sabah) Sdn Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000279,Muara Bulian,Indonesia,Jambi,Batang Hari,-1.5851,103.201217,Inti Indosawit Subur,Aaa,"RSPO Certified, MB"
Colgate,PO1000000280,Jeram Padang,Malaysia,Negeri Sembilan,Jempol,2.735111,102.4085,Kuala Lumpur Kepong Berhad,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000283,Pangkatan,Indonesia,Sumatera Utara,Labuhanbatu,2.10305,99.94766,Pangkatan Indonesia,Aaa,"RSPO Certified, MB"
Colgate,PO1000000283,Pangkatan,Indonesia,Sumatera Utara,Labuhanbatu,2.10305,99.94766,Pangkatan Indonesia,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000284,Belida,Indonesia,Sumatera Selatan,Ogan Komering Ilir,-3.836633,104.969517,Aek Tarum,Gar,"RSPO Certified, MB"
Colgate,PO1000000294,Flemington (Sou 4),Malaysia,Perak,Hilir Perak,3.928056,100.857222,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000294,Flemington (Sou 4),Malaysia,Perak,Hilir Perak,3.928056,100.857222,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000294,Flemington (Sou 4),Malaysia,Perak,Hilir Perak,3.928056,100.857222,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000294,Flemington (Sou 4),Malaysia,Perak,Hilir Perak,3.928056,100.857222,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000294,Flemington (Sou 4),Malaysia,Perak,Hilir Perak,3.928056,100.857222,Sime Darby Plantation Bhd,Wilmar International Ltd,"RSPO Certified, MB"
Colgate,PO1000000295,Kerdau (Sou 11),Malaysia,Pahang,Temerloh,3.569444,102.278333,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000295,Kerdau (Sou 11),Malaysia,Pahang,Temerloh,3.569444,102.278333,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000295,Kerdau (Sou 11),Malaysia,Pahang,Temerloh,3.569444,102.278333,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000296,Kok Foh (Sou 16),Malaysia,Negeri Sembilan,Jempol,2.784667,102.504167,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000296,Kok Foh (Sou 16),Malaysia,Negeri Sembilan,Jempol,2.784667,102.504167,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000296,Kok Foh (Sou 16),Malaysia,Negeri Sembilan,Jempol,2.784667,102.504167,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000296,Kok Foh (Sou 16),Malaysia,Negeri Sembilan,Jempol,2.784667,102.504167,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000297,Labu (Sou 13),Malaysia,Negeri Sembilan,Seremban,2.748889,101.8045,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000297,Labu (Sou 13),Malaysia,Negeri Sembilan,Seremban,2.748889,101.8045,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000297,Labu (Sou 13),Malaysia,Negeri Sembilan,Seremban,2.748889,101.8045,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000297,Labu (Sou 13),Malaysia,Negeri Sembilan,Seremban,2.748889,101.8045,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000298,Sua Betong (Sou 15),Malaysia,Negeri Sembilan,Port Dickson,2.528333,101.895278,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000298,Sua Betong (Sou 15),Malaysia,Negeri Sembilan,Port Dickson,2.528333,101.895278,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000298,Sua Betong (Sou 15),Malaysia,Negeri Sembilan,Port Dickson,2.528333,101.895278,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000298,Sua Betong (Sou 15),Malaysia,Negeri Sembilan,Port Dickson,2.528333,101.895278,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000300,Melalap (Sou 27),Malaysia,Sabah,Tenom,5.230789,115.986263,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000301,Hadapan (Sou 24),Malaysia,Johor,Kulaijaya,1.76216,103.448669,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, MB"
Colgate,PO1000000301,Hadapan (Sou 24),Malaysia,Johor,Kulaijaya,1.76216,103.448669,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000301,Hadapan (Sou 24),Malaysia,Johor,Kulaijaya,1.76216,103.448669,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, MB"
Colgate,PO1000000301,Hadapan (Sou 24),Malaysia,Johor,Kulaijaya,1.76216,103.448669,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, MB"
Colgate,PO1000000302,Chersonese (Sou 2),Malaysia,Perak,Kerian,4.978457,100.461902,Sime Darby Plantation Bhd,Keck Seng,"RSPO Certified, IP"
Colgate,PO1000000302,Chersonese (Sou 2),Malaysia,Perak,Kerian,4.978457,100.461902,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000302,Chersonese (Sou 2),Malaysia,Perak,Kerian,4.978457,100.461902,Sime Darby Plantation Bhd,Sime Darby Plantation Berhad,"RSPO Certified, IP"
Colgate,PO1000000302,Chersonese (Sou 2),Malaysia,Perak,Kerian,4.978457,100.461902,Sime Darby Plantation Bhd,Mewah Group,"RSPO Certified, IP"
Colgate,PO1000000302,Chersonese (Sou 2),Malaysia,Perak,Kerian,4.978457,100.461902,Sime Darby Plantation Bhd,Sime Darby Oils,"RSPO Certified, IP"
Colgate,PO1000000302,Chersonese (Sou 2),Malaysia,Perak,Kerian,4.978457,100.461902,Sime Darby Plantation Bhd,Wilmar International Ltd,"RSPO Certified, IP"
Colgate,PO1000000304,Lavang (Sou 31),Malaysia,Sarawak,Bintulu,3.4283333,113.60028,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
Colgate,PO1000000305,Rajawali (Sou 32),Malaysia,Sarawak,Bintulu,3.372505,113.400597,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, IP"
Colgate,PO1000000306,Derawan (Sou 33),Malaysia,Sarawak,Bintulu,3.390203,113.345417,Sime Darby Plantation Bhd,Keck Seng (Malaysia) Berhad,"RSPO Certified, MB"
