umlid,treeloss_sum,land_area,forest_area,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019,treeloss_sum_proportion_of_land,treeloss_sum_proportion_of_forest,remaining_proportion_of_forest
PO1000004856,13580.963647058827,48359.61423529414,45641.324470588275,151.60870588235292,271.52505882352943,62.88141176470589,385.34011764705883,269.9421176470588,185.46917647058825,429.06211764705887,334.3164705882353,289.03305882352936,341.55847058823525,635.406705882353,880.9542352941177,971.1398823529413,1484.1815294117646,1392.3441176470587,2215.8472941176474,2130.5428235294116,815.8256470588236,333.98470588235296,0.28083275397898183,0.29755849122675077,0.7024415087732492
PO1000004857,45077.90329411764,174905.99400000015,147503.38905882367,654.7125882352941,961.3334117647057,569.9742352941176,578.8111764705882,457.53776470588235,4393.041176470588,4549.776,2685.5223529411765,2327.1282352941175,1289.3311764705882,1968.404823529412,4353.481764705882,3638.434941176471,1343.2203529411765,4416.715411764705,5640.007764705882,2610.3282352941173,1192.558588235294,1447.583294117647,0.2577264635888785,0.30560588188343785,0.6943941181165622
PO1000004858,14541.00247058824,43040.64494117646,40370.316,150.69247058823527,217.1805882352941,94.79011764705882,354.50188235294115,1522.5635294117644,2494.3249411764705,503.2323529411763,266.1444705882353,1129.2663529411764,267.1496470588235,545.3703529411765,1393.651411764706,226.0877647058824,555.6959999999999,1247.5888235294117,2442.5057647058825,465.88376470588236,323.4282352941176,340.94399999999996,0.33784350793212764,0.3601904545554769,0.6398095454445232
PO1000004859,29477.53058823527,89907.88411764705,88127.69435294117,158.85105882352937,117.92258823529413,52.032705882352936,262.8536470588235,184.8610588235294,264.94341176470584,283.32599999999996,464.7871764705882,1588.4022352941179,1782.6363529411763,2624.256705882353,4215.932470588235,3451.9930588235297,1895.3209411764706,2433.4905882352946,5135.778352941177,2546.8030588235288,1393.372235294118,619.9669411764705,0.32786368934745563,0.3344865743358857,0.6655134256641143
PO1000004860,20983.36623529412,32177.936823529402,29227.398352941193,71.55564705882352,365.22988235294116,165.50435294117648,2069.4984705882357,2528.3992941176475,1549.4064705882352,2001.0225882352945,886.2028235294121,2301.670235294116,2165.5263529411764,1067.154352941176,2012.5319999999974,630.8682352941178,448.7163529411763,514.4562352941176,798.7662352941176,753.2700000000001,323.54082352941174,330.04588235294113,0.6521041529284904,0.7179347946712655,0.28206520532873447
PO1000004861,64580.50058823531,218654.7536470589,214845.93882352955,406.584,425.96294117647057,2681.878235294118,701.8154117647059,1103.5598823529415,659.0745882352941,4946.068941176471,4334.550705882352,5438.354117647058,4240.0048235294125,2845.640823529412,3540.933529411764,1120.6482352941175,4957.411411764706,6757.831058823529,7508.175529411766,5428.896,4894.247999999999,2588.8623529411766,0.29535374608172377,0.30058981306265475,0.6994101869373452
PO1000004862,28377.62647058824,56542.07611764706,54795.22094117647,310.6750588235294,250.3655294117647,100.71282352941176,542.5334117647058,508.8896470588236,2882.8429411764705,1146.3547058823528,104.36294117647057,374.22600000000006,118.692,545.6329411764705,1212.044470588235,600.3847058823529,859.4357647058824,2160.835058823529,4084.9207058823526,4828.531764705882,4890.011647058824,2856.1743529411765,0.5018851166968635,0.5178850633899637,0.48211493661003635
PO1000004863,11543.43529411765,42940.88858823532,31976.396117647062,448.4865882352941,131.49458823529412,62.87329411764705,331.9874117647059,195.52623529411764,483.92823529411766,627.5488235294117,577.336588235294,580.5681176470588,238.6983529411765,688.3397647058822,414.08929411764706,412.58258823529405,1914.5982352941176,348.9998823529411,967.177411764706,1106.352705882353,1046.4712941176472,966.3758823529416,0.26882152823638233,0.36099863323081255,0.6390013667691874
PO1000004864,8505.455999999996,18126.409411764704,14753.903294117647,622.9761176470587,939.5872941176468,514.3418823529412,370.7205882352941,798.4101176470589,1063.9012941176456,453.6564705882352,266.592,446.274,112.66058823529411,597.3928235294118,356.7074117647058,331.9429411764706,345.7355294117647,343.46752941176476,336.5657647058824,267.5350588235294,188.03399999999996,148.9545882352941,0.46923005029775194,0.5764885285232353,0.4235114714767647
PO1000004865,10956.411176470581,45489.56329411765,34439.66717647059,221.76141176470588,243.32505882352936,56.25,260.85317647058827,79.34964705882352,523.816588235294,477.8209411764706,855.0741176470588,730.7657647058825,829.2935294117649,616.7272941176471,1519.6454117647058,589.2321176470588,882.0402352941176,1311.795176470588,746.3177647058824,284.8358823529411,466.3891764705882,261.11788235294114,0.24085549262433514,0.3181334802200433,0.6818665197799567
PO1000004866,23206.246588235306,111881.61670588236,77089.68564705881,385.7399999999999,327.06635294117643,187.43894117647062,531.7987058823529,247.34188235294118,1186.7901176470587,3305.9459999999995,215.9075294117647,3847.966235294117,2220.076588235294,2515.5998823529408,1081.9048235294117,399.9903529411765,920.8390588235293,2718.4394117647057,1913.539764705882,113.71376470588235,375.3755294117646,710.7716470588238,0.2074178696330476,0.30102920246011783,0.6989707975398822
PO1000004867,44202.143294117646,171501.39423529417,130657.58258823531,269.1,740.4049411764705,210.29682352941174,974.8983529411764,709.7879999999999,2303.6541176470582,3513.4831764705878,360.72988235294116,3760.431529411765,1137.666,1717.2345882352938,3175.664470588236,415.28858823529407,6834.854823529411,6633.4104705882355,8638.170352941177,263.5284705882353,1590.429882352941,953.1088235294118,0.2577363495568659,0.33830522820416625,0.6616947717958337
PO1000004868,64158.227999999996,265405.26458823524,227540.98235294118,3406.1805882352937,1773.8823529411766,1167.012,2214.6600000000003,2047.8239999999998,3592.205647058823,3276.640588235294,4710.42,4495.658470588235,2888.801294117647,4044.238235294118,4396.262823529411,2604.9451764705877,3666.8043529411757,4368.819176470588,4622.117647058823,3857.5411764705877,3784.629882352941,3239.5845882352937,0.24173683253622985,0.2819633955015783,0.7180366044984217
PO1000004869,42152.23447058823,119165.44658823528,101994.17294117645,458.7028235294117,837.5241176470589,347.8224705882353,1187.7049411764706,1077.4274117647058,1417.8624705882353,2150.1988235294116,3045.4948235294114,8585.95905882353,2077.6934117647056,2587.9394117647057,3460.604470588235,1724.3205882352943,5146.0542352941175,1721.3537647058824,1493.0823529411762,1507.0316470588232,1992.576,1332.8816470588235,0.3537286661312252,0.41328081060963034,0.5867191893903696
PO1000004922,53028.011999999995,116348.6947058824,109539.12917647064,2455.8476470588234,6687.115764705883,722.52,3106.3037647058813,4216.283647058824,2252.8358823529406,9762.668823529406,2763.7079999999996,1872.092470588236,3962.5312941176476,2600.3219999999988,4921.73894117647,924.394588235294,2173.0683529411763,292.002,2158.321411764706,1297.1703529411768,524.9890588235294,334.09799999999996,0.455768000956516,0.48410109153387887,0.5158989084661212
PO1000004924,1020.4595294117646,29374.822588235264,2584.287176470588,23.09470588235294,5.9399999999999995,9.326470588235294,9.721764705882354,36.286941176470584,13.95,22.978941176470588,6.39,22.439999999999998,18.89964705882353,19.41564705882353,59.01847058823529,47.79,330.32152941176474,68.81541176470589,54.506470588235295,4.443529411764705,194.08694117647062,73.03305882352942,0.03473925761922603,0.39487079404442443,0.6051292059555755
PO1000004925,12919.324588235293,48677.93505882353,45452.30858823529,554.4501176470587,1143.2982352941178,776.2990588235294,549.9356470588234,498.8911764705882,196.2956470588235,211.572,641.8122352941177,788.830588235294,206.04282352941172,656.9601176470587,377.3399999999999,434.02411764705874,887.9830588235293,984.8565882352942,1309.3355294117646,1111.9210588235294,626.4875294117646,962.9890588235293,0.2654041214489334,0.2842391286496564,0.7157608713503436
PO1000004927,5700.469764705882,11365.311529411774,10069.39870588236,87.7270588235294,170.36082352941176,11.40105882352941,29.562,79.26352941176471,32.04,203.08164705882353,118.21658823529411,302.49423529411763,1863.5343529411757,312.0024705882353,973.7421176470585,193.84023529411766,84.16905882352941,52.37011764705882,150.80717647058822,176.7,373.79752941176474,485.3597647058824,0.5015674009422351,0.5661181894978268,0.4338818105021732
PO1000004929,6842.146235294112,8970.327882352933,7995.456705882345,261.2830588235294,8.82,9.817411764705883,1213.814823529412,1982.7070588235292,963.7447058823528,567.6381176470587,22.866352941176473,850.9641176470587,423.5834117647059,289.6927058823529,164.11835294117645,0.3028235294117647,3.991058823529412,20.456823529411764,8.80870588235294,2.6999999999999997,35.26235294117647,11.57435294117647,0.7627531930861154,0.8557542723307188,0.14424572766928123
PO1000004930,9939.196941176477,21236.638588235288,15996.51670588234,50.269058823529406,586.9612941176468,38.699999999999996,562.6252941176468,1455.1690588235294,1213.5585882352937,625.4054117647058,1143.790588235294,1155.5647058823524,707.2891764705884,548.2436470588235,259.60411764705884,72.26929411764705,518.2842352941177,383.72435294117656,384.14505882352955,81.67764705882354,49.275176470588235,102.64023529411767,0.4680211936498562,0.6213350771247326,0.37866492287526743
PO1000004931,4403.942823529412,10794.156705882355,8688.745058823522,17.37,374.4254117647059,523.2472941176471,355.8148235294117,5.58,238.62458823529408,116.87541176470589,726.8862352941175,237.522,140.5771764705882,201.73164705882357,435.38364705882344,34.019999999999996,257.02588235294115,198.07764705882354,162.98117647058825,72.38611764705882,90.40270588235293,215.0110588235294,0.40799322666211163,0.5068560296929366,0.49314397030706336
PO1000004932,11715.446823529417,18863.34776470589,17362.05705882353,194.6894117647059,257.92447058823524,22.65670588235294,645.3278823529408,883.3965882352941,1629.5212941176474,1795.6228235294125,363.6031764705882,1069.1071764705885,380.08694117647053,289.17529411764707,849.1771764705883,416.1476470588235,1050.683294117647,917.8736470588234,457.456588235294,165.95399999999998,234.23505882352936,92.80764705882353,0.6210693334854117,0.6747729709582735,0.3252270290417265
